Ticker,symbol,Market Cap,Trailing P/E,Forward P/E,P/B Ratio,Graham Metric,Dividend Yield %,Beta,Alpha %,CROCI %,Sortino Ratio,Volatility,6 Month Appreciation %,Financial Currency,Trailing P/E Graham Status,P/B Ratio Graham Status,Combined P/E x P/B Graham Status,Trailing P/E Sector Status,Forward P/E Sector Status,P/B Ratio Sector Status,sector
FBP,FBP,3010664704.0,10.278409,9.7783785,2.0253022,20.8168843601998,3.54,1.16,10.97,,0.04871806214889457,0.027601685593997165,20.439411459787074,USD,Undervalued,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
FDUS,FDUS,624447744.0,6.685811,9.03653,1.0223165,6.8350149011815,12.94,1.396,-5.07,,0.032043617007568206,0.021958778136805843,0.8150879347999611,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
GGAL,GGAL,6655751168.0,14.213178,7.290258,0.026798991,0.38089882930339797,1.6099999999999999,1.824,105.27,,0.04185591505698576,0.0365344448735383,171.62961606626158,ARS,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Financial Services
WTFC,WTFC,6295779328.0,10.532024,9.926971,1.2528263,13.1947966594312,1.77,1.208,0.01,,0.03675232367376721,0.02275451942724784,21.383497489312354,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
SIGIP,SIGIP,,3.2971532,,0.40137765,1.32340360310598,6.21,0.549,,17.120439374610115,-0.037448945992628324,0.01099318979897982,11.224494936138166,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Financial Services
OBDC,OBDC,6407210496.0,8.098522,9.288136,1.0640777,8.6174566631594,10.229999600000001,0.926,-1.01,,0.014001356441508944,0.018467411541875686,11.608968397575893,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
QFIN,QFIN,3311489536.0,5.900277,4.3030305,0.15673865,0.9248014516060501,5.07,,32.88,36.43713168005645,0.04578526355460827,0.049301614042697194,32.54511289082844,CNY,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Financial Services
BBD,BBD,28035745792.0,11.478261,5.28,0.16902491,1.94011203248151,1.6400000000000001,0.644,-20.21,,0.0012291160478089462,0.029205971210802387,-18.01241983082795,BRL,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Financial Services
WAFD,WAFD,2445700608.0,11.50958,9.816994,0.9326876,10.734842547207998,3.46,0.836,-7.94,,0.029639905347074592,0.018692481608562315,11.922506500548256,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
OBK,OBK,1048923904.0,12.762263,11.908451,0.97214633,12.40678713794479,1.77,0.961,-13.83,,0.01666662689933743,0.023124192751446355,2.9214822478434077,USD,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Fair Value,Financial Services
VABK,VABK,169851184.0,9.908805,,1.1132308,11.030786917193998,4.19,0.59,-3.66,,0.023170446934139503,0.017444270757171473,-9.713470340347493,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
AGM-A,AGM-A,1921020544.0,8.795732,,1.5744379,13.848333819042798,3.88,1.092,16.51,,0.046172935470678966,0.02439477592848127,10.723059066318577,USD,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
IBOC,IBOC,3773521920.0,9.265649,,1.5190349,14.0748442021501,2.1300000999999997,0.947,14.55,,0.04133448386403284,0.021596928003373466,34.15118562118894,USD,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
VINP,VINP,585692800.0,13.75,10.476191,0.42901716,5.89898595,6.7299999999999995,0.082,-10.6,15.273948263483476,-0.006713267814483172,0.028241280897186388,6.796114527209484,BRL,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Financial Services
AROW,AROW,416951552.0,14.517441,9.603847,1.1038903,16.0256623007223,4.33,0.715,-12.12,,0.026295057198950006,0.01911522815057447,2.9690693334205864,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
HTH,HTH,2095067392.0,18.771929,19.454544,0.9827332,18.4477978563428,2.12,1.103,1.32,,0.02861674197278585,0.02151002172780763,7.89915453486082,USD,Fair Value,Undervalued,Undervalued,Overvalued,Overvalued,Fair Value,Financial Services
YRD,YRD,443951136.0,1.5559007,11.928573,0.054354906,0.0845708362938342,,0.659,115.42,43.14340345157444,0.0324171160908659,0.05070914128007215,67.55853554856886,CNY,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Financial Services
CIVB,CIVB,237005888.0,6.49569,7.8489585,0.6411402,4.164647985738,4.25,0.779,-22.73,,0.03271069489136118,0.022823426977401806,-2.0156073947335473,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Financial Services
CCBG,CCBG,476951072.0,9.3521595,10.089605,1.0629861,9.941215553482952,2.98,0.537,2.74,,0.03588262681789023,0.02113099719785478,4.066544963012948,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
AXS,AXS,6051496960.0,10.929665,6.6991568,1.2216506,13.352231805049,2.4600001,0.807,8.55,12.930242385045132,0.032446397985677326,0.015986537266722493,29.118501750102606,USD,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Fair Value,Financial Services
NWBI,NWBI,1450809600.0,11.176471,11.632652,0.9344262,10.4435873259402,7.0199996,0.611,-12.16,,0.017228201576797268,0.0157880592926799,3.260866466677246,USD,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Fair Value,Financial Services
SFNC,SFNC,2312651776.0,13.857142,12.125,0.67211264,9.31356029247488,4.5600000000000005,0.909,-19.62,,0.018385103405581523,0.02115026830435661,13.765428624780506,USD,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Undervalued,Financial Services
BSBR,BSBR,40716349440.0,22.708334,6.4880953,0.3510693,7.9721989215462,5.9499998,0.787,-17.0,,0.02512344724007057,0.027201942052693547,-13.078152697860231,BRL,Overvalued,Undervalued,Undervalued,Overvalued,Undervalued,Undervalued,Financial Services
FSBC,FSBC,499103552.0,8.90114,9.633744,1.3884934,12.359174142476,3.42,0.373,-10.77,,0.031503578040218125,0.022396088154893242,3.8137500640716917,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
CAC,CAC,484796352.0,11.026578,9.907462,0.9656958,10.6483200629724,5.06,0.733,-19.42,,0.030774674949648462,0.018974433424390612,-0.8069350422934335,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
NISN,NISN,29730240.0,2.044199,,0.1544982,0.3158250659418,,1.646,24.55,9.035877230197704,0.017609570205705926,0.060012920100704685,177.15355370472102,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Financial Services
JHG,JHG,5515078656.0,12.9698105,11.456666,1.247052,16.174028123646,4.54,1.525,-6.27,11.555496793812388,0.02866665137219449,0.022967718189072107,33.52758056528805,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
FCCO,FCCO,136940560.0,12.465278,9.755435,1.0258316,12.787276075184801,3.1199999999999997,0.444,-8.41,,0.033769070157644236,0.018329009806030274,1.5846105570828857,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
CTBI,CTBI,793508928.0,10.189815,10.166282,1.1207862,11.420604032553,4.18,0.694,-0.69,,0.030728397045001465,0.017480402979887285,10.630810366696036,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
TSLX,TSLX,1968479488.0,8.1341,9.520179,1.2461113,10.13599392533,9.6,1.046,-10.36,,0.03849302435687381,0.014242798337696852,0.7115731455083523,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
PNFP,PNFP,6411734528.0,11.946763,10.365792,1.0788721,12.889029286012299,1.06,1.094,-6.43,,0.03868351885610313,0.022598810980575493,17.356888733988516,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
UNM,UNM,10054343680.0,7.876855,6.0674286,0.9946045,7.8343554288475,2.75,0.853,23.71,20.647781668980667,0.0291688909565439,0.023434219152335574,24.24526262892012,USD,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Financial Services
CZNC,CZNC,289224448.0,12.375,10.872832,1.1054952,13.6805031,5.9499998,0.424,-14.53,,0.024075990640609873,0.02079336389130159,-3.091192097818194,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
PFBC,PFBC,1071014208.0,7.530132,8.778266,1.5309951,11.5285951943532,3.5000000000000004,1.015,0.57,,0.05323799549219606,0.02180123148702967,26.1953646340777,USD,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
BBVA,BBVA,62877495296.0,7.3716216,6.652439,1.282021,9.4505736952536,7.000000000000001,1.49,36.65,,0.020174646169659437,0.02254077252728178,20.28666168134365,EUR,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Financial Services
BSRR,BSRR,320229664.0,9.066115,8.846774,0.9144334,8.290358364241,4.19,0.9,-8.57,,0.027745631790259104,0.02202023687830785,18.594597481392526,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
CBFV,CBFV,117089032.0,5.1632657,10.590697,0.8336385,4.30429707324945,4.44,0.546,-1.05,,0.024542003636572312,0.017177768447370744,4.882549138609341,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
SSSS,SSSS,104155720.0,23.473684,-7.3114753,0.5580581,13.0996794930404,,1.421,-31.92,,0.018670339094943415,0.027103633579927556,14.06649463536867,USD,Overvalued,Undervalued,Undervalued,Overvalued,Undervalued,Undervalued,Financial Services
AVAL,AVAL,2932310016.0,27.444443,5.880953,0.4786822,13.1371663530146,5.12,,-24.58,,-0.018523899739995367,0.021188523881308135,13.302750136352456,COP,Overvalued,Undervalued,Undervalued,Overvalued,Undervalued,Undervalued,Financial Services
CB,CB,111374409728.0,12.195642,11.572995,1.8397064,22.4364006395088,1.3300001000000001,0.633,9.29,17.723965785537835,0.05054957158832946,0.014606152909227524,21.004103319781258,USD,Undervalued,Fair Value,Undervalued,Fair Value,Fair Value,Overvalued,Financial Services
ASB,ASB,3357581312.0,22.49495,9.3966255,0.8305053,18.682175198235,3.95,0.982,-4.51,,0.027412222769662018,0.020553375730608215,25.96153887646811,USD,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Financial Services
TOWN,TOWN,2125520000.0,14.17,11.473684,1.0229939,14.495823562999998,3.53,0.907,-6.98,,0.03841729955003957,0.01887015673194367,7.145555142276666,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
HDB,HDB,143901523968.0,17.799372,17.470768,0.09449977,1.68203656014444,2.4600001,0.768,-2.27,,0.03906930773699705,0.018227103524318913,-3.1718973903671346,INR,Fair Value,Undervalued,Undervalued,Overvalued,Overvalued,Undervalued,Financial Services
NWG,NWG,36280463360.0,7.0423737,10.653847,1.9160712,13.493689426207439,5.1499999999999995,1.314,12.21,,0.012290820782402498,0.024216597211601232,61.988308659567096,GBP,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
ITUB,ITUB,64007585792.0,10.046155,7.420455,0.34497333,3.4656555440461503,0.64,0.54,7.61,,0.026810112058760698,0.02625828858678297,3.650793843018249,BRL,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Financial Services
BAFN,BAFN,51060584.0,10.555556,,0.60150015,6.3491685173334,2.5899999,1.038,-23.74,,0.004885129989148869,0.0277823302354753,16.26812919477097,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Financial Services
PVBC,PVBC,165970160.0,11.325301,20.0,0.689554,7.809406605754,,0.501,-20.38,,0.025892532410238676,0.022986874619558055,-4.374367329737118,USD,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Undervalued,Financial Services
CALB,CALB,188362496.0,9.417722,10.834951,0.9383276,8.8369084817272,,0.921,-2.88,,0.010325840630541806,0.02077661254434259,-1.3262649570235243,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
GAIN,GAIN,518044448.0,5.716599,13.447619,1.0513775,6.010303565122501,6.800000000000001,,-13.29,,0.0468046401000854,0.0158476878105044,-4.076089474085553,USD,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Fair Value,Financial Services
ENVA,ENVA,1700063616.0,11.159784,6.502092,1.4780293,16.4944877336712,,1.529,22.91,,0.03579063290193133,0.0340412454651835,53.4436001552999,USD,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Overvalued,Financial Services
ZION,ZION,6638568960.0,11.296482,9.668817,1.2318482,13.9155510180324,3.65,1.125,-17.33,,0.030080325895618334,0.024090139462563106,30.659689868769313,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
JRVR,JRVR,310171552.0,4.7398844,4.248705,0.57483345,2.7246441022531798,2.4400001000000002,0.174,-40.72,19.87077094238719,0.000743221412439166,0.024317875132937948,-12.017166547559698,USD,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Financial Services
BBDC,BBDC,1042557888.0,8.2,8.4827585,0.8722631,7.152557419999999,10.86,0.67,-9.73,,0.006327807501559492,0.01728717985705709,9.698995090969577,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
OCFC,OCFC,944113088.0,9.403508,8.331607,0.56795704,5.34078856929632,4.9799999999999995,1.004,-11.85,,0.01881016700912569,0.019913024105089286,17.1158081560064,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Financial Services
WSFS,WSFS,2786544896.0,10.350446,10.709007,1.1263876,11.658614028869598,1.2899999500000001,1.015,0.5,,0.0351852800065243,0.021737189311991163,19.325780245954714,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
SSBI,SSBI,59360876.0,7.231405,,0.6064596,4.3855549837379995,5.4899998,0.599,-24.32,,0.02107322565245778,0.02078289365727133,-31.853583364354982,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Financial Services
NBTB,NBTB,1803460736.0,14.825582,11.990596,1.2513086,18.5513782566052,3.35,0.513,-0.12,,0.038034006689267104,0.018068523650164526,6.338611904145792,USD,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Overvalued,Financial Services
WF,WF,8108525056.0,4.8176465,3.7100792,0.0008621902,0.004153727599364301,6.819999999999999,0.666,-12.09,,0.01457505944422814,0.021274937829945547,11.050841767909162,KRW,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Financial Services
ESGR,ESGR,4545746944.0,5.994972,7.75,0.8196656,4.9138723213632,,0.675,5.68,13.148148437217705,0.03460820406676669,0.018007777631179472,16.16142903733832,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Financial Services
HNNA,HNNA,55592772.0,10.6470585,5.792,0.6251619,6.656135321271151,7.6,0.768,-17.4,7.6716200200565225,0.018814011664174683,0.02488714413676674,10.70336106036919,USD,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Financial Services
MRBK,MRBK,106150392.0,8.95283,5.822086,0.6637292,5.942254693636,5.2699998,0.692,-25.8,,0.020806425944383956,0.021030358953879575,-26.14786389576169,USD,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Financial Services
CINF,CINF,18812080128.0,7.993342,17.053978,1.4848619,11.869008989469801,2.7,0.638,-11.59,25.78938667548355,0.04362020029251407,0.017575666321860948,17.65973782966158,USD,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Overvalued,Financial Services
UVSP,UVSP,671200064.0,9.594142,10.919048,0.7973711,7.650091560096199,3.66,0.878,-9.29,,0.025379293013097347,0.019552216927097455,21.96809167935358,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Financial Services
SHG,SHG,18113802240.0,6.016921,4.938889,0.00036227042,0.00217975249777682,4.44,0.604,-0.19,,0.012055752574866758,0.018599956243635855,25.920685770186235,KRW,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Financial Services
FHN,FHN,8755356672.0,11.118055,9.586826,1.0509387,11.684394268228498,3.75,0.95,-16.21,,0.025957193497873395,0.023704361671121353,31.7695533460312,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
SBFG,SBFG,92053952.0,7.7771425,9.013245,0.7372298,5.733541209846501,4.1100003,0.678,-15.91,,0.031069441903398817,0.01953031764636301,2.1005231400882476,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Financial Services
RM,RM,294411936.0,12.8232765,5.0423727,0.87253636,11.18877500058354,4.03,1.44,-24.41,34.5514517195049,0.03370330495233831,0.029125010833004693,36.71874856192839,USD,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Fair Value,Financial Services
AGO,AGO,4205169408.0,6.010895,11.810397,0.7555216,4.541361007832,1.6099999999999999,1.142,8.71,6.992823385261684,0.04297839173033019,0.021651409391171914,15.077465290632519,USD,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Financial Services
MKL,MKL,21626054656.0,8.984496,16.567486,1.4309078,12.8559854054688,,0.695,1.98,25.179612288580138,0.040293173290052726,0.015471076995601237,16.349070369884576,USD,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Overvalued,Financial Services
FMNB,FMNB,480263232.0,8.881944,9.914729,1.2095706,10.7433383332464,5.3200003,0.871,-14.87,,0.03389299625920274,0.01947229145523324,2.6484744999658254,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
RBB,RBB,351656512.0,9.124402,11.628049,0.68939334,6.2903019702826795,3.36,0.954,-12.03,,0.0119968050543419,0.02357789953635772,22.479126965965648,USD,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Financial Services
RBCAA,RBCAA,1057964928.0,11.401673,11.190966,1.1307523,12.8924679685979,2.9899999999999998,0.57,5.99,,0.044434021570778,0.01993745154662022,15.466099828524513,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
FHB,FHB,2807410176.0,12.620689,12.268156,1.1168183,14.0950164338087,4.7399998,0.994,-15.75,,0.01766496621717757,0.0212794792115124,14.973814899907639,USD,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Fair Value,Financial Services
NIC,NIC,1250531200.0,12.863286,11.844413,1.1754632,15.1203193240752,1.1900000000000002,0.764,-8.6,,0.05363884288764876,0.019222864125437313,10.928600123804591,USD,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Fair Value,Financial Services
UNB,UNB,107561480.0,10.12766,,1.7007288,17.224403038608003,6.0500003,0.897,-12.25,,0.02299198989150785,0.023796051036654924,-15.000002724783762,USD,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
FIBK,FIBK,2916401408.0,11.111553,10.76834,0.90864664,10.09647529863192,6.74,0.856,-14.21,,0.022975521641686595,0.019480217553667127,10.411714714711314,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
PFIS,PFIS,287583360.0,12.461774,7.9280157,0.8458569,10.540877524140601,4.02,0.477,-12.78,,0.016123348658370847,0.02237525895774716,-4.789717928979427,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
STEL,STEL,1248281088.0,10.401785,11.708542,0.8151413,8.4789245472205,2.23,0.885,-13.97,,0.009241266391989135,0.02435998446947529,-1.5215579571989675,USD,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Financial Services
AX,AX,3504640512.0,8.404371,8.520776,1.5988357,13.437208390844699,,1.43,19.92,,0.041215238565744335,0.028346477520084172,57.8650206073914,USD,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
CGBD,CGBD,895514048.0,10.6204815,9.230366,1.0331086,10.9721107737909,10.66,1.603,4.19,,0.029237154308816377,0.023787568399057026,18.481176244460052,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
PROV,PROV,86249496.0,12.294118,11.4,0.6677672,8.209608753329599,4.4699997,0.395,-11.89,,0.013334883711878303,0.017093381693757594,9.519652146246168,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Financial Services
HTBK,HTBK,520675136.0,9.340659,10.493827,0.76985776,7.19097881466384,6.12,0.901,-17.74,,0.022156323202685475,0.02135980009255846,-1.0477316762418971,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Financial Services
ITIC,ITIC,307634336.0,12.34316,,1.2114334,14.952916285544,1.13,0.789,-11.34,13.704865376282532,0.04438236238590406,0.02159039012903869,8.844900606832578,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
EBMT,EBMT,105901664.0,11.900901,7.9578314,0.6268388,7.4599465017588,4.24,0.521,-22.66,,0.023743748635239884,0.017370665939174152,11.008407240423868,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Financial Services
BSVN,BSVN,273092256.0,9.170808,7.401003,1.5123426,13.869403614820799,2.6800001,1.456,13.0,,0.036977036809475776,0.0320582816413699,21.273101536038354,USD,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Financial Services
DCOM,DCOM,779012288.0,11.230337,7.458955,0.69313455,7.78413458284335,5.0,1.116,-28.34,,0.016164377586136897,0.021890880481570243,-2.2015692327876955,USD,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Financial Services
FBNC,FBNC,1342148480.0,11.768952,11.811594,0.9749969,11.4746917162488,2.7,1.033,-12.91,,0.03467630953702486,0.021307692672634396,4.353388965963656,USD,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Fair Value,Financial Services
FLIC,FLIC,241147424.0,10.009345,9.916666,0.638374,6.38970560503,7.84,0.654,-28.36,,0.008251781070343502,0.020330604742263964,-5.721827800832837,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Financial Services
CARE,CARE,316457632.0,23.706898,10.496183,0.8815233,20.8981829577234,,0.947,-14.73,,0.018821920604761632,0.02189836240508054,8.097482007457403,USD,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Fair Value,Financial Services
SAN,SAN,82302148608.0,7.1917806,6.5625,0.85714287,6.164383463894322,3.9100002000000003,1.345,19.62,,0.007064341103226699,0.022520713985957272,30.272946071376722,EUR,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Financial Services
NMFC,NMFC,1338178560.0,11.445455,8.992857,0.9862134,11.287661090097002,10.8,1.145,-8.96,,0.027241782896233135,0.0159239756473798,-1.794068234878236,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
FUTU,FUTU,11227729920.0,20.512756,16.648035,0.450979,9.250822188124,,0.793,74.35,,0.07857895351105255,0.04933131136859949,35.415968702780035,HKD,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Undervalued,Financial Services
ESNT,ESNT,6062226944.0,8.59758,8.03819,1.1607199,9.979382197842,1.97,1.048,8.41,17.105682139322496,0.037300257399596796,0.024726541286427005,17.806799033388643,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
PTMN,PTMN,190682400.0,12.269462,7.3178573,0.9079227,11.1397230665874,13.469999999999999,,-10.41,,-0.015142860764714591,0.021256822288972587,22.255366893185176,USD,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Fair Value,Financial Services
STT,STT,23501215744.0,14.366484,8.884966,1.0708158,15.3838580576472,3.54,1.536,-3.74,,0.02303514689569681,0.02060050595836935,11.634237553457897,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
ONB,ONB,5610700288.0,9.508108,8.497585,0.9617277,9.144210838191599,3.18,0.828,1.09,,0.029661960843770745,0.018335141732145385,20.068263553665304,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
NFBK,NFBK,432355936.0,13.0,10.597826,0.6207028,8.0691364,5.33,0.699,-18.81,,0.00890460033465339,0.017742453732668334,-1.015232259867237,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Financial Services
FRST,FRST,267674288.0,27.1,5.8594594,0.67366856,18.256417976,3.6900000000000004,0.778,-15.14,,0.019586365284388202,0.02043349709612823,8.944727240034846,USD,Overvalued,Undervalued,Undervalued,Overvalued,Undervalued,Undervalued,Financial Services
GNTY,GNTY,348161920.0,12.338775,12.595833,1.141875,14.089338703125,3.18,0.556,-10.92,,0.019052258104173627,0.0217917372849792,3.244531534536852,USD,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Fair Value,Financial Services
ACGL,ACGL,37921140736.0,7.970797,11.424208,2.0376499,16.2416937099703,,0.566,39.57,22.121723968833436,0.05985478376281248,0.01645158088162128,17.498547352577813,USD,Undervalued,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
WDH,WDH,480944544.0,21.0,10.5,0.10171134,2.13593814,,-0.308,1.05,0.14854894373676045,-0.06239294341173246,0.04422528720954111,11.504424405327622,CNY,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Financial Services
IBCP,IBCP,553495552.0,9.006803,9.037542,1.331992,11.996989541576,3.63,0.969,6.31,,0.03591502029503653,0.02099068193434325,23.162788568541064,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
MBWM,MBWM,643058688.0,7.7306204,9.08656,1.1984377,9.26466693174908,3.5099998,0.991,3.72,,0.0415612363023391,0.020795417705640428,14.232535742579147,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
MSBI,MSBI,502888928.0,8.867424,7.7516556,0.739162,6.554462858688,5.3000003,0.779,-11.96,,0.02228215650886106,0.02143175997514168,1.5177813945167116,USD,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Financial Services
MOFG,MOFG,344568416.0,15.082759,8.0404415,0.652349,9.839222750890999,4.44,0.966,-20.77,,0.018456150264254293,0.021969189855762756,2.339728499598582,USD,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Financial Services
NWFL,NWFL,198331536.0,12.82199,,1.0898491,13.974034261708999,4.9000002,0.632,-5.72,,0.028809399866028988,0.021948888379686435,-12.504465982924085,USD,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
WTBA,WTBA,300466208.0,13.537879,11.913334,1.3428015,18.1786842280185,5.5999998,0.919,-20.63,,0.029951218964718276,0.020060555568109345,0.6760610661036531,USD,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Overvalued,Financial Services
BFIN,BFIN,130588128.0,14.162162,12.329411,0.8414291,11.9164552257142,3.9600000000000004,0.481,-3.13,,0.01936558055413983,0.018109213011546887,17.75280889244546,USD,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Fair Value,Financial Services
BMO,BMO,69076779008.0,17.898497,10.486784,0.93399644,16.71713247935068,4.93,1.176,-15.28,,0.032855192564422035,0.014780571595302891,18.09500739709708,CAD,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Fair Value,Financial Services
