Ticker,symbol,Market Cap,Trailing P/E,P/B Ratio,Trailing EPS,Forward P/E,Forward EPS,Dividend Yield %,Beta,Trailing P/E Graham Status,P/B Ratio Graham Status,Combined P/E x P/B Graham Status,Trailing P/E Sector Status,Forward P/E Sector Status,P/B Ratio Sector Status,sector
INBS,INBS,8362095.0,0.045454547,1.3231324,64.68,-2.352,-1.25,,4.826,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Healthcare
GMAB,GMAB,19127439360.0,31.308512,0.060824763,0.94,19.62,1.5,,0.78,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Undervalued,Healthcare
OSUR,OSUR,399382176.0,7.2499995,0.89124125,0.72,-21.75,-0.24,,0.184,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Healthcare
SY,SY,117565160.0,22.9,0.045932285,0.05,6.0263157,0.19,,1.006,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
RPRX,RPRX,16405564416.0,10.853755,1.8794059,2.53,6.63285,4.14,3.06,0.446,Undervalued,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Healthcare
RDHL,RDHL,12268795.0,0.09625,3.6666667,4.0,12.833333,0.03,,3.461,Undervalued,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Healthcare
TAK,TAK,41922297856.0,35.756756,0.0030787382,0.37,6.681818,1.98,4.82,0.543,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Undervalued,Healthcare
AMLX,AMLX,136242016.0,2.8714285,0.30842412,0.7,-2.6103897,-0.77,,-0.93,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Healthcare
BNTX,BNTX,20807075840.0,21.161764,1.0137967,4.08,-62.115105,-1.39,,0.228,Overvalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Healthcare
FMS,FMS,10914982912.0,20.43956,0.4006894,0.91,7.209303,2.58,,0.932,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
AVRO,AVRO,56546028.0,4.6666665,0.59377944,0.27,-3.8181818,-0.33,,1.243,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Healthcare
SNY,SNY,116147429376.0,20.0,0.77406704,2.29,9.443299,4.85,4.4499997,0.452,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
NSYS,NSYS,45212968.0,6.9327726,1.2650464,2.38,,,,0.71,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Healthcare
PRE,PRE,39178692.0,0.7379311,0.18986219,4.35,0.35666668,9.0,,-0.113,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
INMD,INMD,1490988672.0,7.66087,1.8794668,2.3,6.6742425,2.64,,2.162,Undervalued,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Healthcare
PINC,PINC,2480232704.0,14.892087,1.037646,1.39,8.771187,2.36,4.0599998,0.379,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
INVA,INVA,914899072.0,6.577273,1.3571563,2.2,14.765306,0.98,,0.575,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
CNC,CNC,38652309504.0,14.5979805,1.4946429,4.95,9.545575,7.57,,0.391,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
ROIV,ROIV,8630610944.0,2.032258,1.4155432,5.27,-8.433071,-1.27,,1.342,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Healthcare
UTHR,UTHR,10907218944.0,11.694248,1.8217975,19.82,9.323411,24.86,,0.55,Undervalued,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Healthcare
SCYX,SCYX,53232432.0,1.0143884,0.7190209,1.39,141.0,0.01,,1.569,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
CVS,CVS,87010934784.0,10.669243,1.162826,6.47,7.5278077,9.17,3.85,0.511,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
VREX,VREX,697827584.0,17.353535,1.2266172,0.99,13.421876,1.28,,0.705,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
MHUA,MHUA,15798825.0,2.3333333,0.10858325,0.27,,,,0.359,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Healthcare
RDY,RDY,12068432896.0,19.096,0.044517525,3.75,18.221375,3.93,0.6799999999999999,0.338,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
CCRN,CCRN,596798016.0,8.395122,1.2500907,2.05,14.106556,1.22,,0.753,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
FONR,FONR,108383152.0,9.125,0.6613882,1.84,,,,1.128,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Healthcare
EGRX,EGRX,60773960.0,5.517647,0.24366169,0.85,1.3477012,3.48,,0.409,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
TCMD,TCMD,341661600.0,11.691057,1.75259,1.23,15.462365,0.93,,1.207,Undervalued,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Healthcare
VYGR,VYGR,433318784.0,2.6868687,1.4871413,2.97,-4.6127167,-1.73,,0.947,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Healthcare
MEIP,MEIP,21321152.0,1.0738255,0.35842294,2.98,-0.5470086,-5.85,,0.641,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
XCUR,XCUR,5491677.0,0.35875705,0.5659537,1.77,-0.8246753,-0.77,,1.225,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Healthcare
ORMP,ORMP,97246080.0,17.142859,0.5909875,0.14,-9.23077,-0.26,,1.817,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Healthcare
SPRO,SPRO,79187576.0,3.4186046,0.7288052,0.43,-1.5473685,-0.95,,0.575,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Healthcare
SSL,SSL,5687510016.0,11.898551,0.026176173,0.69,2.0732324,3.96,7.6499999999999995,2.211,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Basic Materials
LOMA,LOMA,996287360.0,21.46875,0.002722419,0.32,17.615385,0.39,11.76,1.449,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Undervalued,Basic Materials
METC,METC,815076032.0,9.34971,2.3113744,1.73,7.385844,2.19,3.4000000000000004,1.064,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Basic Materials
CMC,CMC,6390552576.0,9.588541,1.5175995,5.76,10.893491,5.07,1.2999999,1.328,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Basic Materials
DRD,DRD,741331712.0,10.6075945,0.11457792,0.79,12.323529,0.68,5.33,1.353,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Basic Materials
CPAC,CPAC,441806400.0,9.923077,1.8561151,0.52,39.692307,0.13,10.479999,0.274,Undervalued,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Basic Materials
HUDI,HUDI,34935040.0,10.652174,0.46952856,0.23,,,,2.439,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Basic Materials
HDSN,HDSN,471037824.0,9.409091,2.0584726,1.1,8.280001,1.25,,0.97,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Basic Materials
ORGN,ORGN,86867024.0,3.4894118,0.19826204,0.17,-2.3728,-0.25,,1.165,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Basic Materials
SUZ,SUZ,15303532544.0,5.4716988,0.3346508,2.12,5.5769234,2.08,4.9799999999999995,0.573,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Basic Materials
PRM,PRM,1025394368.0,17.219513,0.89730555,0.41,18.578947,0.38,,1.99,Fair Value,Undervalued,Undervalued,Fair Value,Overvalued,Undervalued,Basic Materials
AMR,AMR,4541724160.0,7.0825562,2.8704019,49.3,11.042695,31.62,0.5700000000000001,1.4,Undervalued,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Basic Materials
ASTL,ASTL,796097280.0,16.276596,0.55242634,0.47,5.3125,1.44,2.6099999,1.524,Fair Value,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Basic Materials
NTR,NTR,25609097216.0,20.422924,1.0158062,2.53,11.716554,4.41,4.18,0.969,Overvalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Basic Materials
GSM,GSM,946541760.0,10.978261,1.084855,0.46,8.85965,0.57,1.0299999,2.02,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Basic Materials
JCTCF,JCTCF,16542655.0,9.254902,0.6646951,0.51,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Basic Materials
HLP,HLP,13856528.0,7.466666,0.6730769,0.15,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Basic Materials
WLKP,WLKP,771495360.0,14.220779,1.4765372,1.54,10.045871,2.18,8.61,1.07,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Basic Materials
ARCH,ARCH,3027376384.0,6.8533664,2.0590718,24.21,7.2517486,22.88,5.54,0.696,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Basic Materials
GGB,GGB,7609951232.0,5.1445785,0.15227702,0.83,6.671875,0.64,7.1100004,1.346,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Basic Materials
UAN,UAN,821680704.0,4.766401,2.71287,16.31,-12.37898,-6.28,22.900000000000002,1.345,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Basic Materials
HCC,HCC,3567721984.0,7.415218,1.893212,9.2,12.203936,5.59,0.47000000000000003,1.18,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Basic Materials
HMY,HMY,5774423040.0,11.671053,0.13804804,0.76,18.10204,0.49,1.3300001000000001,1.171,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Basic Materials
MUX,MUX,545818688.0,9.5172415,1.0864004,1.16,-26.92683,-0.41,,1.554,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Basic Materials
MT,MT,22090967040.0,23.100918,0.38229713,1.09,4.9960318,5.04,1.7500000000000002,1.879,Overvalued,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Basic Materials
MOS,MOS,9785779200.0,8.691428,0.802194,3.5,10.382253,2.93,2.76,1.521,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Basic Materials
ALB,ALB,13410778112.0,8.541168,1.4227824,13.36,12.792601,8.92,1.39999995,1.646,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Basic Materials
IAG,IAG,1765022720.0,19.666666,0.77241975,0.18,11.0625,0.32,,1.536,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Basic Materials
ASIX,ASIX,720099008.0,13.830769,0.9759363,1.95,6.4831734,4.16,2.3699999,1.732,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Basic Materials
FF,FF,249450224.0,6.705882,0.80497104,0.85,7.1249995,0.8,4.21,0.627,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Basic Materials
CLW,CLW,657510976.0,6.279365,0.9750808,6.3,8.106558,4.88,,0.521,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Basic Materials
SQM,SQM,13325538304.0,6.4581556,2.3513916,7.05,7.4395423,6.12,11.03,1.105,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Basic Materials
PKX,PKX,20787056640.0,16.91111,9.59151e-05,4.05,4.4940944,15.24,2.76,1.321,Fair Value,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Basic Materials
X,X,9060084736.0,11.320225,0.81597114,3.56,10.833333,3.72,0.5,2.057,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Basic Materials
SBSW,SBSW,3871977216.0,5.0485435,0.3020446,1.03,17.931034,0.29,7.239999599999999,1.439,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Basic Materials
RIO,RIO,109461872640.0,10.663961,1.9512848,6.16,15.603326,4.21,6.6199996,0.654,Undervalued,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Basic Materials
ICL,ICL,6144745984.0,9.36,1.0462776,0.5,9.957446,0.47,4.0900003,0.586,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Basic Materials
TX,TX,8313643520.0,12.455881,0.66944873,3.4,5.9065547,7.17,7.79,1.658,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Basic Materials
WTTR,WTTR,1069243584.0,12.486111,1.1889962,0.72,7.429752,1.21,2.6700001,1.672,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Basic Materials
FMC,FMC,6918606336.0,4.9009724,1.5678122,11.31,10.998016,5.04,4.19,0.875,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Basic Materials
VALE,VALE,51821449216.0,6.377049,0.26276684,1.83,5.233184,2.23,15.020000999999999,0.923,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Basic Materials
BVN,BVN,4117620480.0,7.1628957,1.3373321,2.21,15.368933,1.03,0.45999999999999996,0.903,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Fair Value,Basic Materials
BRID,BRID,97304528.0,25.52405,0.7440897,0.42,,,,-0.624,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Consumer Defensive
ADM,ADM,30241316864.0,9.373251,1.2812228,6.43,10.536714,5.72,3.32,0.769,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
AKO-A,AKO-A,2276696576.0,11.265487,1.6878812,1.13,,,7.66,0.391,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Defensive
HELE,HELE,2333321216.0,14.557037,1.470826,6.75,10.098664,9.73,,0.768,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Consumer Defensive
BTCT,BTCT,7545154.0,0.08159233,0.20551842,35.42,-0.36125,-8.0,,-0.163,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
PRDO,PRDO,1106650112.0,7.738532,1.31417,2.18,7.334783,2.3,2.6099999,0.948,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
YGF,YGF,23465600.0,5.237857,1.1027067,0.14,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
EPC,EPC,1770627712.0,17.213593,1.1476842,2.06,11.626229,3.05,1.6900001000000002,0.962,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Consumer Defensive
DAR,DAR,6771476480.0,10.621554,1.4680616,3.99,9.459822,4.48,,1.3,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Consumer Defensive
NAPA,NAPA,956740608.0,14.5438595,0.9800213,0.57,12.014493,0.69,,0.248,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
KOF,KOF,19537743872.0,132.61429,0.15352912,0.7,13.337644,6.96,2.76,0.887,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Consumer Defensive
SPTN,SPTN,650706752.0,12.586666,0.8397082,1.5,9.209756,2.05,4.6,0.533,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
WMK,WMK,1671735552.0,16.101038,1.2163855,3.86,,,2.19,0.469,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Consumer Defensive
SANW,SANW,17542576.0,1.3499999,0.3089245,0.3,-2.0249999,-0.2,,0.92,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
DTCK,DTCK,25235618.0,4.681818,3.0029154,0.22,,,,,Undervalued,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Consumer Defensive
BG,BG,14655389696.0,6.9952893,1.3921254,14.86,10.617977,9.79,2.55,0.651,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
IH,IH,94406384.0,3.8085105,0.09856286,0.47,9.421053,0.19,,0.382,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
VTRU,VTRU,431028832.0,15.117647,0.19024919,0.85,6.5561223,1.96,,-0.094,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
SENEA,SENEA,404440256.0,7.4015646,0.6812836,7.67,,,,0.346,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
PETZ,PETZ,12387960.0,6.0,0.56523794,0.2,,,,1.422,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
FAMI,FAMI,5165559.0,0.3420833,0.030889047,2.4,,,,1.239,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
USNA,USNA,830997184.0,13.087878,1.6617291,3.3,13.798721,3.13,,0.912,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Defensive
GV,GV,8007439.0,2.2142856,0.3817734,0.07,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
UVV,UVV,1217356288.0,9.31203,0.85857886,5.32,,,6.460000000000001,0.78,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
STG,STG,112656800.0,1.2327328,0.4066571,6.66,-19.547619,-0.42,,1.044,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
LND,LND,480946368.0,9.269232,0.2429803,0.52,,,13.58,0.443,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
TANH,TANH,2657963.0,0.5109489,0.02008954,1.37,,,,0.256,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
KHC,KHC,44480270336.0,15.839828,0.8998574,2.31,11.398754,3.21,4.37,0.672,Fair Value,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Consumer Defensive
WAFU,WAFU,8436171.0,9.5,0.7536692,0.2,,,,0.841,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
GNLN,GNLN,2265545.0,0.0053200633,0.13566637,114.04,-0.11010889,-5.51,,1.897,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
ABEV,ABEV,37114171392.0,12.555555,0.45073792,0.18,11.894737,0.19,6.68,0.527,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
IMKTA,IMKTA,1391719680.0,7.5303187,0.9306253,9.73,15.589361,4.7,0.8999999999999999,0.603,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
AIU,AIU,42674500.0,2.3100002,8.9419365,0.24,0.073920004,7.5,,0.312,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Consumer Defensive
BON,BON,4962177.0,0.712,0.11776771,5.0,6.1379313,0.58,,-1.078,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
DOLE,DOLE,1100229504.0,7.575164,0.88049835,1.53,8.278572,1.4,2.76,0.892,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
TAP-A,TAP-A,13432356864.0,15.49199,1.0943005,4.37,,,2.5999999,0.845,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
CALM,CALM,3035470848.0,10.975178,1.7526474,5.64,27.03057,2.29,3.04,-0.061,Undervalued,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Consumer Defensive
ATGE,ATGE,1790112384.0,16.37276,1.3184783,2.79,8.852714,5.16,,0.921,Fair Value,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Consumer Defensive
NOMD,NOMD,3000281344.0,15.224999,1.1501416,1.2,8.868933,2.06,3.2800000000000002,0.749,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
ALCO,ALCO,205760784.0,4.2925277,0.71462595,6.29,57.446808,0.47,0.74,0.877,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Consumer Defensive
VLGEA,VLGEA,403584064.0,7.7556815,0.9409899,3.52,,,3.66,0.284,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
LINC,LINC,308171776.0,11.529411,1.8424517,0.85,14.411765,0.68,,1.349,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Defensive
AFYA,AFYA,1524642432.0,22.302633,0.42333725,0.76,9.912281,1.71,,0.973,Overvalued,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Consumer Defensive
AGRO,AGRO,1128963840.0,7.773722,0.9184993,1.37,9.95327,1.07,3.0700000000000003,1.123,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Defensive
WILC,WILC,127853744.0,15.366667,1.0116304,0.6,,,10.6300004,0.797,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Defensive
QSG,QSG,184704960.0,32.7,0.51213783,0.1,7.1086955,0.46,,,Overvalued,Undervalued,Undervalued,Overvalued,Undervalued,Undervalued,Consumer Defensive
TBBK,TBBK,1686726784.0,9.249283,2.127323,3.49,6.456,5.0,,1.419,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Financial Services
FULT,FULT,2342157312.0,8.810976,0.9219677,1.64,9.32258,1.55,4.71,0.81,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
PGC,PGC,405120288.0,8.468635,0.69057864,2.71,7.8327646,2.93,0.8699999999999999,0.98,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Financial Services
NTB,NTB,1436952832.0,6.6834064,1.430775,4.58,6.5827956,4.65,5.75,1.264,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Financial Services
UNM,UNM,9670949888.0,7.7523074,1.0095971,6.5,5.73918,8.78,2.9000001,0.846,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Financial Services
ABCB,ABCB,3067702016.0,11.424164,0.8921724,3.89,9.1440325,4.86,1.35,1.057,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Financial Services
TSLX,TSLX,1899426176.0,7.8735633,1.2061982,2.61,9.09292,2.26,10.17,1.046,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
TCBI,TCBI,2633244416.0,15.680791,0.9044694,3.54,13.154029,4.22,,1.171,Fair Value,Undervalued,Undervalued,Overvalued,Overvalued,Fair Value,Financial Services
FUND,FUND,228922816.0,8.247096,0.86090463,0.93,,,6.529999999999999,1.095,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Financial Services
BSBR,BSBR,38325665792.0,0.021729002,0.33365855,236.09,5.8965516,0.87,6.3200004000000005,0.787,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Financial Services
ESQ,ESQ,371107008.0,9.126273,1.754228,4.91,8.132486,5.51,1.34000005,0.783,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
ATLC,ATLC,386519392.0,6.1580195,0.9661068,4.24,4.2112904,6.2,,1.857,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Financial Services
PBBK,PBBK,32014884.0,15.779221,0.6441181,0.77,,,,0.119,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Financial Services
FSBC,FSBC,446857024.0,7.726619,1.2909429,2.78,8.696356,2.47,3.73,0.362,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Financial Services
FIHL,FIHL,2191318272.0,0.9994638,0.8971891,18.65,5.1922007,3.59,2.15,,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Financial Services
AGO,AGO,4353643008.0,6.3756094,0.7711445,12.3,11.617778,6.75,1.5800001000000001,1.117,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Financial Services
FANH,FANH,191773088.0,3.4845362,0.08734528,0.97,6.377359,0.53,,-0.032,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Financial Services
BFC,BFC,794617856.0,10.7623625,1.3102883,7.28,12.971854,6.04,1.78,0.264,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Overvalued,Financial Services
